id,original_title,cast,director,tagline,keywords,overview,genres,production_companies
1498,Teenage Mutant Ninja Turtles,Judith Hoag|Elias Koteas|Josh Pais|Brian Tochi|Leif Tilden,Steve Barron,Heroes in a half shell!,skateboarding|martial arts|mutant|pizza delivery|ninjas,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,Science Fiction|Action|Adventure|Comedy|Family,New Line Cinema|Golden Harvest Company
1700,Misery,James Caan|Kathy Bates|Richard Farnsworth|Frances Sternhagen|Lauren Bacall,Rob Reiner,"Paul Sheldon used to write for a living. Now, he's writing to stay alive.",stephen king,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",Horror|Thriller,Columbia Pictures|Castle Rock Entertainment|Nelson Entertainment
1375,Rocky V,Sylvester Stallone|Talia Shire|Burt Young|Sage Stallone|Burgess Meredith,John G. Avildsen,Go for it!,philadelphia|transporter|father-son relationship|cataclysm|trainer,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",Drama,United Artists
11186,Child's Play 2,Alex Vincent|Jenny Agutter|Gerrit Graham|Christine Elise|Brad Dourif,John Lafia,Look out Jack! Chucky's back!,faithlessness|puppet|killer toys|toy comes to life,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",Drama|Horror,Universal Pictures
10166,The Witches,Anjelica Huston|Mai Zetterling|Jasen Fisher|Jane Horrocks|Rowan Atkinson,Nicolas Roeg,Saving the world from witches is a tall order for a boy they've turned into a mouse!,witch|chocolate|mouse|grandmother grandson relationship|bald,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",Adventure|Fantasy|Horror,Lorimar Film Entertainment|Jim Henson Productions
1669,The Hunt for Red October,Alec Baldwin|Sean Connery|Scott Glenn|Sam Neill|James Earl Jones,John McTiernan,Invisible. Silent. Stolen.,submarine|cold war|russian|defection|jack ryan,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",Action|Adventure|Thriller,Paramount Pictures|Nina Saxon Film Design|Mace Neufeld Productions
169,Predator 2,Kevin Peter Hall|Danny Glover|Gary Busey|RubÃ©n Blades|MarÃ­a Conchita Alonso,Stephen Hopkins,Silent. Invisible. Invincible. He's in town with a few days to kill.,predator|war on drugs|extraterrestrial technology|los angeles|invisible,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",Science Fiction|Action|Thriller,Twentieth Century Fox Film Corporation|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures
2119,Days of Thunder,Tom Cruise|Robert Duvall|Nicole Kidman|Randy Quaid|Cary Elwes,Tony Scott,You can't stop the thunder.,stock-car-race|daytona|car crash,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",Adventure,Paramount Pictures|Don Simpson/Jerry Bruckheimer Films
2670,Stephen King's It,Harry Anderson|Dennis Christopher|Richard Masur|Annette O'Toole|Tim Reid,Tommy Lee Wallace,"From the King of terror, a chilling new dimension in horror.",suicide|library|small town|child murderer|clown,"A series of murders prompts Mike Hanlon to suspect that the supernatural menace that he and a group of friends battled as children has returned. He begins to call his friends to remind them of the oath they swore: if It returned again, they would come back to Derry to do battle again.",Drama|Horror|Mystery|Thriller,Lorimar Television
379,Miller's Crossing,Gabriel Byrne|Marcia Gay Harden|John Turturro|Jon Polito|J.E. Freeman,Joel Coen,"Up is down, black is white, and nothing is what it seems.",corruption|street gang|prohibition|gun|irish-american,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",Drama|Thriller|Crime,Twentieth Century Fox Film Corporation|Circle Films
928,Gremlins 2: The New Batch,Zach Galligan|Phoebe Cates|John Glover|Robert Prosky|Robert Picardo,Joe Dante,Here they grow again.,new york|monster|skyscraper|mutant|restaurant,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",Comedy|Horror|Fantasy,Amblin Entertainment|Warner Bros.
9362,Tremors,Kevin Bacon|Fred Ward|Finn Carter|Michael Gross|Reba McEntire,Ron Underwood,The monster movie that breaks new ground.,nevada|small town|tractor|stranded|cult favorite,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",Action|Horror,Universal Pictures|No Frills Film Production
5549,RoboCop 2,Peter Weller|Belinda Bauer|John Glover|Gabriel Damon|Mario Machado,Irvin Kershner,He's back to protect the innocent.,cyborg|police|sequel|robot|drug,A corrupt businesswoman seeks to disable RoboCop in favor of her own model of cyborg.,Action|Adventure|Crime|Science Fiction|Thriller,Orion Pictures
34636,The Neverending Story II: The Next Chapter,Jonathan Brandis|Kenny Morrison|Clarissa Burt|John Wesley Shipp|Martin Umbach,George T. Miller,Begin an all new adventure as a young boy returns to a world of wonder on the wings of his imagination.,book|sequel|reading,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",Drama|Family|Fantasy|Adventure,Bavaria Film|Dieter Geissler Filmproduktion|Cinevox Filmproduktion GmbH|Warner Bros.
9356,Look Who's Talking Too,John Travolta|Kirstie Alley|Bruce Willis|Roseanne Barr|Gilbert Gottfried,Amy Heckerling,Mikeyâ€™s back and about to face his greatest challengeâ€¦ his new sister.,baby|brother sister relationship|pregnancy|family|woman director,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time.",Romance|Comedy,TriStar Pictures
11005,Awakenings,Robert De Niro|Robin Williams|Julie Kavner|Ruth Nelson|John Heard,Penny Marshall,There is no such thing as a simple miracle.,coma|miracle|frustration|hope|hospital,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Drama,Columbia Pictures Corporation|Parkes/Lasker productions
11595,Another 48 Hrs.,Eddie Murphy|Nick Nolte|Brion James|Kevin Tighe|Ed O'Ross,Walter Hill,The boys are back in town.,prison|gas station|drug dealer|investigation|weapon,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",Thriller|Action|Comedy|Crime|Drama,Paramount Pictures
10837,DuckTales: The Movie - Treasure of the Lost Lamp,Alan Young|Terence McGovern|Russi Taylor|Richard Libertini|Christopher Lloyd,Bob Hathcock,Scrooge McDuck's First Full-Length Animated Feature Film.,egypt|pyramid|wonderlamp|treasure hunt,"Scrooge McDuck, his dimwitted pilot Launch Pad, and his newphews Huey, Dewey and Louie, with Webby, arrive in Egypt where Scrooge finds the lost treasure of Collie Baba, unbeknownst to Scrooge, a magic lamp was included inside the treasure, so while the nephews have fun with the genie, they all have no idea that they're being stalked by a power hungry sorceror named Murlock and his dimwitted thief.",Adventure|Animation|Family|Comedy|Fantasy,DisneyToon Studios
9399,Lionheart,Jean-Claude Van Damme|Harrison Page|Deborah Rennard|Ashley Johnson|Brian Thompson,Sheldon Lettich,When the streets are a jungle... There can only be one king.,upper class|drug dealer|foreign legion|fistfight|foreign legionaire,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",Action|Thriller,Universal Pictures|Imperial Filmproduktion
12157,Green Card,GÃ©rard Depardieu|Andie MacDowell|Bebe Neuwirth|Gregg Edelman|Robert Prosky,Peter Weir,"The story of two people who got married, met and then fell in love.",immigration|greenhouse|love|green card,"Urban horticulturalist BrontÃ« Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges FaurÃ©, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",Comedy|Drama|Romance,Touchstone Pictures
