id,original_title,cast,director,tagline,keywords,overview,genres,production_companies
86597,The Tall Man,Jessica Biel|Jodelle Ferland|Stephen McHattie|Jakob Davies|William B. Davis,Pascal Laugier,Fear takes a new shape,children|kidnapping|crime|missing child,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.",Horror|Mystery|Thriller,SND|Forecast Pictures|Iron Ocean Films|Radar Films
127372,Emperor,Matthew Fox|Tommy Lee Jones|Eriko Hatsune|Masayoshi Haneda|Kaori Momoi,Peter Webber,"After the war was won, the battle for peace began.",atomic bomb|emperor|japanese surrender|u.s. military,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",Drama|History|War,Krasnoff Foster Productions|United Performers' Studio|Fellers Film
122293,The Philadelphia Experiment,Ryan Robbins|Nicholas Lea|Malcolm McDowell|Emilie Ullerup|Michael ParÃ©,Paul Ziller,Past and Present Collide,time travel|philadelphia experiment,"In 'The Philadelphia Experiment', a secret government research project tries reviving the World War II ""Philadelphia Experiment,"" which was an attempt to create a cloaking device to render warships invisible. When the experiment succeeds, it brings back the original ship (the Eldridge) that disappeared during the first test in 1943 - which brings death and destruction to the 21st century. It's up to the sole survivor (Lea) of the first experiment and his granddaughter (Ullerup) to stop it.",Adventure|Science Fiction|Thriller|Mystery,Cinetel Films|Reel One Entertainment
67660,Think Like a Man,Michael Ealy|Jerry Ferrara|Meagan Good|Regina Hall|Kevin Hart,Tim Story,Let the mind games begin,advice|love|relationship|ensemble cast|duringcreditsstinger,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,Comedy|Romance,Rainforest Films|Screen Gems|Studio Mir
109513,Hit & Run,Kristen Bell|Dax Shepard|Tom Arnold|Kristin Chenoweth|Michael Rosenbaum,David Palmer|Dax Shepard,A Comedy That Never Takes Its Foot Off The Gas,witness protection|getaway driver|duringcreditsstinger,Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road.,Action|Comedy|Romance,Primate Pictures|Kim and Jim Productions|Panay Films|Exclusive Media Group
121824,Stand Up Guys,Alan Arkin|Julianna Margulies|Al Pacino|Christopher Walken|Katheryn Winnick,Fisher Stevens,They don't make 'em like they used to.,release from prison|viagra|settle scores|last hurrah,"After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val (Al Pacino) reunites with his former partners in crime, Doc (Christopher Walken) and Hirsch (Alan Arkin), for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.",Thriller|Comedy|Action,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate
127867,The Brass Teapot,Juno Temple|Michael Angarano|Alexis Bledel|Billy Magnussen|Alia Shawkat,Ramaa Mosley,Everyone Has A Price. What's Yours?,fantasy|comic|based on comic book|money|fantastic,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",Comedy|Fantasy|Thriller,Laundry Films
39957,Burning Bright,Briana Evigan|Garret Dillahunt|Meat Loaf|Charlie Tahan|Peggy Sheffield,Carlos Brooks,His Feeding. Your Frenzy.,autism|hurricane|tiger|suspense|trapped,"After her lousy stepfather steals her savings to buy a vicious tiger, Kelly loses all hope of going to college. But Kelly's situation worsens when a hurricane leaves her and her autistic brother boarded up in their house with the man-eating beast. This edge-of-your-seat thriller follows the gutsy heroine and her younger sibling as they struggle to outwit the ravenous predator and find a way to survive.",Drama|Horror|Thriller,Lionsgate|Launchpad Productions|Sobini Films|Burning Bright Productions
119569,Marvel One-Shot: Item 47,Lizzy Caplan|Jesse Bradford|Maximiliano HernÃ¡ndez|Titus Welliver,Louis D'Esposito,"The Avengers Won The Battle, But a Few Items Were Left Behind.",secret agent|weapon|marvel comic|superhero|based on comic book,"Benny and Claire, a down on their luck couple find a discarded Chitauri gun, referred to as 'Item 47'...",Science Fiction|Action|Fantasy,Marvel Studios
127884,Come Out and Play,Vinessa Shaw|Ebon Moss-Bachrach|Daniel GimÃ©nez Cacho|Gerardo Taracena|Alejandra Ãlvarez,Makinov,"Come out, come out, wherever you are.",remake|gore|street children|evil child|killer children,"Beth (Vinessa Shaw) and Francis (Ebon Moss-Bachrach), a young married couple, are on holiday together when they venture to a beautiful, but highly remote, island. Beth is pregnant and the two are hoping to enjoy their last vacation before their baby is born. When they arrive, they notice that while there are plenty of children present, the adults all seem to be missing. Initially attributing this to the after effects of a recent festival, they quickly realize something far more sinister is afoot. The two will face terror and unsettling difficult decisions in their quest to make it off the island alive.",Horror,Canana Films|Videocine S.A. de C.V.
97614,Deadfall,Eric Bana|Olivia Wilde|Charlie Hunnam|Patrick Kerton|Kris Kristofferson,Stefan Ruzowitzky,Twisty thriller... a wild ride.,murder|on the run|fugitive|crime|family,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",Crime|Drama|Thriller,StudioCanal|Mutual Film Company|2929 Productions|Magnolia Pictures|Madhouse Entertainment
127374,Arthur Newman,Colin Firth|Emily Blunt|Anne Heche|David Andrews|Sterling Beaumon,Dante Ariola,"If you don't have a life, get someone else's.",identity|dream|past,"A story of a man who fakes his own death and assumes a new identity in order to escape his life, who then moves in with a woman who is also trying to leave her past behind.",Drama,Cross Creek Pictures|Vertebra Films
75761,John Dies at the End,Chase Williamson|Rob Mayes|Paul Giamatti|Clancy Brown|Glynn Turman,Don Coscarelli,Just so you know... they're sorry for anything that's about to happen.,out of body experience,"A new drug promises out-of-body experiences, but users are coming back changed forever, and an otherworldly invasion of Earth is underway.",Horror|Comedy,Magnet Releasing
94352,Cirque du Soleil: Worlds Away,Erica Linz|Igor Zaripov|Matt Gillanders|Jason Berrent|Dallas Barnett,Andrew Adamson,Experience a Journey Like Never Before,clown|music|mimes|cirque du soleil|carnies,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",Fantasy|Family,Reel FX Creative Studios
117974,Sightseers,Alice Lowe|Steve Oram|Jonathan Aris|Monica Dolan|Sara Stewart,Ben Wheatley,Death has a ginger beard.,caravan|series of murders,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",Adventure|Comedy|Crime,StudioCanal|British Film Institute (BFI)|Film4 Productions
84194,Excision,AnnaLynne McCord|Traci Lords|Ariel Winter|Roger Bart|Jeremy Sumpter,Richard Bates Jr.,Heal The Sickness,surgeon|teenager|domineering mother|awkwardness|social outcast,"Alienated teen Pauline struggles with the pressures of fitting into high school, pleasing her mother and a burning desire to lose her virginity. With a grotesque curiosity for the darker side of life, Pauline is considered a social outcast by everyone around her. Enticed by flesh, she retreats into her own fantasies and hopes to become a great surgeon - that is, if she doesn't go insane first.",Horror,BXR Productions
89691,ATM,Alice Eve|Josh Peck|Brian Geraghty|Aaron Hughes|Will Woytowich,David Brooks,No warning. No control. No escape.,atm|hooded figure|duringcreditsstinger,"On a late night visit to an ATM, three co-workers end up in a desperate fight for their lives when they become trapped by an unknown man.",Horror|Thriller,Buffalo Gal Pictures|The Safran Company|Gold Circle Films
98948,Abraham Lincoln vs. Zombies,Bill Oberst Jr.|Baby Norman|Jason Vail|Jason Hughley|Don McGraw,Richard Schenkman,He emancipated the slave... he saved the union... and slaughtered the undead!,u.s. president|president|thriller|zombies|horror movie,"As Abraham Lincoln labors over the Gettysburg address, the importance of which he is fully aware, he learns that a menace from his past has returned, threatening to tear the already fractured nation to pieces. He must journey behind enemy lines to face an foe far more fearsome than the Confederate army: the walking dead.",Horror|Action|Thriller,"Asylum, The"
84175,Beasts of the Southern Wild,QuvenzhanÃ© Wallis|Dwight Henry|Levy Easterly|Gina Montana|Lowell Landes,Benh Zeitlin,I  gotta take care of mine.,refugee camp|hurricane|fantasy|flooding|global warming,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink, in â€œthe Bathtub,â€ a southern Delta community at the edge of the world. Winkâ€™s tough love prepares her for the unraveling of the universe; for a time when heâ€™s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whackâ€”temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Winkâ€™s health fading, Hushpuppy goes in search of her lost mother.",Drama|Fantasy,Journeyman Pictures|Court 13 Pictures|Cinereach
103328,Holy Motors,Eva Mendes|Kylie Minogue|Michel Piccoli|Edith Scob|Denis Lavant,Leos Carax,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",limousine|multiple identities|wig|penis|talking car,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",Drama|Fantasy,Pandora Filmproduktion|Canal+
133931,Zambezia,Jeremy Suarez|Samuel L. Jackson|Abigail Breslin|Leonard Nimoy|Jeff Goldblum,Wayne Thornley,Airborne to be wild.,none,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naÃ¯ve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community",Animation,Industrial Development Corporation of South Africa|120dB Films|The Department of Trade and Industry of South Africa|Cinema Management Group|The National Film and Video Foundation of SA
139567,Fire with Fire,Bruce Willis|Josh Duhamel|Rosario Dawson|Vincent D'Onofrio|50 Cent,David Barrett,Revenge has its own set of rules.,firemen|witness protection|murder|u.s. marshal,A fireman takes an unexpected course of action when a man whom he's been ordered to testify against â€“ after being held up at a local convenience store â€“ threatens him.,Action|Crime|Drama|Thriller,Industry Entertainment|Grindstone Entertainment Group|Cheetah Vision|Mandalay Vision|Paradox Entertainment
84332,Safety Not Guaranteed,Aubrey Plaza|Mark Duplass|Jake Johnson|Karan Soni|Jenica Bergere,Colin Trevorrow,What would you go back for?,time travel,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,Comedy|Romance|Science Fiction|Drama,Duplass Brothers Productions|Big Beach Films
130925,Partysaurus Rex,Tom Hanks|Tim Allen|Wallace Shawn|Corey Burton|Tony Cox,Mark A. Walsh,An Electro Sudsy Good Time!,tyrannosaurus rex|bath tub|water|party|toys,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios
96599,Eden,Jamie Chung|Beau Bridges|Matt O'Leary|Tantoo Cardinal|Naama Kates,Megan Griffiths,"Innocence isn't lost, it's stolen.",slavery|human trafficking|moral ambiguity|prostitution|woman director,"The true story of Chong Kim who, as a young teen, was abducted into the sex trade, and the complicated moral choices she had to make in order to survive as her situation grew more desperate.",Drama,Eden Productions
79694,The Apparition,Ashley Greene|Sebastian Stan|Tom Felton|Julianna Guill|Luke Pasqualino,Todd Lincoln ,Once You Believe You Die,experiment|supernatural|paranormal|haunting|disappearance,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",Horror|Thriller,StudioCanal|Dark Castle Entertainment|Warner Bros.|Studio Babelsberg Motion Pictures
119431,Halo 4: Forward Unto Dawn,Tom Green|Anna Popplewell|Iain Belcher|Jenna Berman|Enisha Brewster,Stewart Hendler,The story of Halo 4 begins at dawn.,video game|duringcreditsstinger,"Set against the backdrop of a UNSC military academy, a group of highborn cadets are training to be the next generation of soldiers in the UNSCâ€™s ongoing war with insurrectionists in the outer colonial planets. Among these cadets, Thomas Lasky struggles with his doubts about this war, and with the burden of expectations he may not be able to carry. As Lasky comes to terms with his potential as a military leader, the terrifying alien alliance known as the Covenant arrives and turns his world upside down. Inspired by the Master Chief, he must decide what it means to be a hero.",Science Fiction,343 Industries|Microsoft Studios|Laskey Productions
100183,Outpost: Black Sun,Catherine Steadman|Richard Coyle|Ali Craig|Nick Nevern|Daniel Caltagirone,Steve Barker,War in Hell,bunker|nazis|eastern europe|war|sequel,"A pair of investigators team up with a Special Forces Unit to venture deep inside a war raging between the military and a massive army of Nazi Zombie Stormtroopers. Their mission is to fight their way behind enemy lines, locate the technology at the source of this growing threat and prevent the seemingly inevitable rise of the 4th Reich.",Action|Horror,Black Camel Pictures
98066,The Babymakers,Olivia Munn|Aisha Tyler|Paul Schneider|Noureen DeWulf|Desi Lydic,Jay Chandrasekhar,She's fired up. He's firing blanks.,wife husband relationship|infertility|doctor|theft|sperm donor,"After he flunks a fertility test, a man realizes that the only way he can get his wife pregnant is by robbing a sperm bank to take back the last of the deposits he made there years earlier.",Comedy,Blumhouse Productions|IM Global|Automatik Entertainment|Duck Attack Films
94380,Bad Ass,Danny Trejo|Charles S. Dutton|Ron Perlman|Joyful Drake|Patrick Fabian,Craig Moss,They messed with the wrong senior citizen.,vietnam veteran|los angeles|crime|based on true events,Decorated Vietnam hero Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus (where he protects an elderly black man from a pair of skin heads) makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend Klondike is murdered and the police aren't doing anything about it.,Action|Drama,Amber Lamps
101325,The Forger,Lauren Bacall|Josh Hutcherson|Alfred Molina|Billy Boyd|Dina Eastwood,Lawrence Roeck,"Love by design, Friendship by paint, Death by brush.",california|painter|beach|gallery|stripper,"While staying at a picturesque village, a teen encounters the underground world of art forgery.",Drama,Jetlag Productions|Bahr Productions Inc.|Experience Media Studios
121872,Ginger & Rosa,Elle Fanning|Alice Englert|Christina Hendricks|Alessandro Nivola|Timothy Spall,Sally Potter,Friendship pulled them together. Love tore them apart.,female friendship|protest march|political protest|woman director,"A look at the lives of two teenage girls - inseparable friends Ginger and Rosa -- growing up in 1960s London as the Cuban Missile Crisis looms, and the pivotal event the comes to redefine their relationship.",Drama,A24
102629,El Gringo,Scott Adkins|Yvette Yates|Christian Slater|Israel Islas|Erando GonzÃ¡lez,Eduardo RodrÃ­guez,He's not in Acapulco any more.,small town|outlaw|gunfight|violence|cowboys,"A man crossing into Mexico with a satchel of $2,000,000, and a bloody past, finds himself under sudden attack in the sleepy town of El Fronteras.",Adventure|Drama|Action|Thriller,Silver Pictures|Signature Pictures|After Dark Films|Autonomous Films|Bomar OOD
84329,Robot & Frank,Frank Langella|Liv Tyler|James Marsden|Susan Sarandon|Peter Sarsgaard,Jake Schreier,Friendship doesn't have an off switch,friendship|robot|senior citizen|cat thief,"A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their fatherâ€™s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support â€“ like nutritious meals and a clean house â€“ and eventually begins to treat his robot like a true companion. With his robotâ€™s assistance, Frankâ€™s passion for his old, unlawful profession is reignited, for better or worse.",Science Fiction|Comedy|Drama|Crime,Samuel Goldwyn Films|Stage 6 Films|Park Pictures|TBB|Dog Run Pictures
118957,Bait,Sharni Vinson|Phoebe Tonkin|Julian McMahon|Xavier Samuel|Cariba Heine,Kimble Rendall,Cleanup on aisle 7.,drowning|supermarket|shark attack|australian|flooding,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,Horror|Action|Thriller,Pictures in Paradise|Screen Australia|Media Development Authority (MDA)|Screen Queensland|Bait Productions
177221,The Battery,Jeremy Gardner|Adam Cronheim|Niels Bolle|Alana O'Brien|Jamie Pantanella,Jeremy Gardner,"In a land ravaged by the undead, Ben and Mickey must learn to survive... each other.",zombie survival|road movie|zombie,"In rural Connecticut, baseball players Ben and Mickey are trying to survive a zombie plague. They are forced to form a battery: a catcher and a pitcher who work together to outwit the batter, the one who hits the ball. And the batter in this case just happens to be a zombie. Tough Ben and gentle Mickey frequently disagree on the best way to go about the situation. Then they suddenly hear a human voice through their walkie-talkies. Is salvation nearby, like Mickey thinks, or is Benâ€™s suspicion justified?",Drama|Horror,O. Hannah Films
49014,Cosmopolis,Robert Pattinson|Sarah Gadon|Juliette Binoche|Paul Giamatti|Samantha Morton,David Cronenberg,How far can he go before he goes too far?,taxi|sex|bookshop|taxi driver|nudity,"Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart.",Drama,France 2 CinÃ©ma|TÃ©lÃ©film Canada|Rai Cinema|Prospero Pictures|Alfama Films
114606,Cockneys vs Zombies,Michelle Ryan|Georgia King|Alan Ford|Harry Treadaway|Richard Briers,Matthias Hoene,The undead are brown bread.,zombies|east end of london|pensioners|cockneys,A gang of bank robbers team up with the residents of an old people's home to try to survive a zombie outbreak.,Comedy|Horror,Tea Shop & Film Company
136278,Blood,Paul Bettany|Mark Strong|Stephen Graham|Brian Cox|ZoÃ« Tapper,Nick Murphy ,You Can't Bury the Truth,brother brother relationship|rage,"Thriller charting the moral collapse of a police family. Two cop brothers, smothered by the shadow of their former police chief father, must investigate a crime they themselves have committed.",Drama|Thriller|Crime,BBC Films|Neal Street Productions|Quickfire Films|IM Global|Lipsync Productions
100089,Nazis at the Center of the Earth,Dominique Swain|Jake Busey|Trevor Kuhn|Lilan Bowden|Marlene Okner,Joseph J. Lawson,Dead...but not gone,female nudity|cyborg|nazis|zombies|face ripped off,"A group of researchers in Antarctica are abducted by a platoon of masked soldiers and dragged into a hidden continent in the center of the Earth. There, they discover that surviving Nazi soldiers are plotting an invasion of Earth to revive the Third Reich.",Adventure|Horror|Action|Thriller|Science Fiction,The Asylum
52001,Citadel,James Cosmo|Aneurin Barnard|Amy Shiels|Wunmi Mosaku,Ciaran Foy,They see your fear!,agoraphobia,"Citadel tells the story of widower and single father Tommy Cowley, a man inflicted with chronic agoraphobia since the day his wife was attacked. He was unable to protect her. He lives in Edenstown, the council estate from hell. Here he finds himself terrorized by a gang of syringe wielding feral children, who are intent on taking his baby daughter. With the help of a kind Nurse and a renegade Priest, Tommy learns the nightmarish truth surrounding these hooded children. He also learns that to be free of his fears, he must finally face the demons of his past and enter the one place he fears the most - The abandoned Tower block known as the Citadel",Horror|Drama|Thriller,Sigma Films Ltd.|Irish Film Board|Blinder Films
127651,The Seasoning House,Rosie Day|Sean Pertwee|Kevin Howarth|Anna Walton|Jemma Powell,Paul Hyett,Innocence isn't lost... it's taken.,revenge|land war|forced prostitution|balkans,"The Seasoning House - where young girls are prostituted to the military. An orphaned deaf mute is enslaved to care for them. She moves between the walls and crawlspaces, planning her escape. Planning her ingenious and brutal revenge.",Horror|Thriller,Templeheart Films|Filmgate Films|Sterling Pictures Ltd
110146,The Sapphires,Chris O'Dowd|Deborah Mailman|Jessica Mauboy|Shari Sebbens|Miranda Tapsell,Wayne Blair,Follow your heart. Discover your soul.,vietnam war|musical|biography|based on true story|girl group,"It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when they entertain the US troops in Vietnam as singing group The Sapphires.",Comedy|Drama,Goalpost Pictures
122800,Freelancers,50 Cent|Forest Whitaker|Robert De Niro|Ryan O'Nan|Matt Gerald,Jessy Terrero,"To serve,  protect... and steal.",bartender|revenge|nypd|kingpin,"The son of a slain NYPD officer joins the force, where he falls in with his father's former partner and a team of rogue cops. His new boss, Sarcone, will see if he has what it takes to be rogue through many trials and tribulations of loyalty, trust and respect. When the truth about his father's death is revealed revenge takes him over and he won't stop until justice has been truly served.",Mystery|Drama|Action|Crime,Grindstone Entertainment Group|Cheetah Vision|Paradox Entertainment|Emmett/Furla Films|Envision Entertainment
91010,Game Change,Julianne Moore|Woody Harrelson|Ed Harris|Peter MacNicol|Jamey Sheridan,Jay Roach,Politics would never be the same.,president elections|republican party,"Based on the book by John Heilemann and Mark Halperin, Game Change focuses on the Republican run of the 2008 Presidential election, when candidate John McCain picks a relative unknown, Alaskan governor Sarah Palin, to be his running mate.  As the campaign kicks into high gear, her lack of experience, in both political and media savvy, becomes a drain upon McCain and his strategists.  Directed by Jay Roach, who previously directed the HBO film Recount and the Austin Powers movies, Game Change premiered on HBO on March 10th, 2012.",Drama|History,Playtone|HBO Films
84281,Hello I Must Be Going,Melanie Lynskey|Blythe Danner|John Rubinstein|Julie White|Dan Futterman,Todd Louiso,*Meet Amy Minsky. She's just getting over her divorce.,independent film,"Divorced and demoralized Amy Minskyâ€™s prospects look bleak when she is condemned to move back in with her parents at the age of 35. Everyone wants to help, but, as her patience level with advice is plummeting, a bold teenage boy enters her life, igniting her last bit of self-esteem. What ensues is an unconventional love story infused with all the good things Amy needs to get on in life, and that just may include great sex.",Drama|Comedy|Romance,Next Wednesday Productions|Union Entertainment Group (II)|Skyscraper Films
134371,Atlas Shrugged Part II,Samantha Mathis|Jason Beghe|Esai Morales|Patrick Fabian|Kim Rhodes,John Putch,Who is John Galt?,ayn rand,"The global economy is on the brink of collapse. Brilliant creators, from artists to industrialists, continue to mysteriously disappear. Unemployment has risen to 24%. Gas is now $42 per gallon.  Dagny Taggart, Vice President in Charge of Operations for Taggart Transcontinental, has discovered what may very well be the answer to the mounting energy crisis - found abandoned amongst ruins, a miraculous motor that could seemingly power the World.  But, the motor is dead... there is no one left to decipher its secret... and, someone is watching.  Itâ€™s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good.  A motor that would power the World. A World whose motor would be stopped.  Who is John Galt?",Drama|Science Fiction|Mystery,Cinema Vehicle Services|Atlas 2 Productions
126757,100 Bloody Acres,Damon Herriman|Angus Sampson|Anna McGahan|John Jarratt|Oliver Ackland,Cameron Cairnes|Colin Cairnes,"They're not psycho killers, they're just small business operators.",brother|australia|murder|gore|dog,"Reg and Lindsay run an organic fertiliser business. They need a fresh supply of their ""secret ingredient"" to process through the meat grinder. Reg comes across two guys and a girl with a broken-down vehicle on their way to a music festival.",Comedy|Horror,Cyan Films|Major International Pictures
78215,Into the White,Stig Henrik Hoff|Lachlan Nieboer|Rupert Grint|Florian Lukas|David Kross,Petter NÃ¦ss,Inspired by the true world war II story.,bÃ©lico,"Into the White is an anti-war movie. High above the harsh Norwegian wilderness, English and German pilots shoot each other to the ground after a violent chance encounter. Isolated, they must fight to survive the brutal winter. Though war has made them enemies, antagonism is hard to maintain as days go by. Through mutual need, unlikely friendships bloom. Somehow, they become comrades. War, after all, is absurd.",Action|Drama,TrollhÃ¤ttan Film AB|Medienboard Berlin-Brandenburg GmbH|Eurimages|FilmfÃ¶rderungsanstalt (FFA)|Film Fund FUZZ
100529,Lola Versus,Greta Gerwig|Joel Kinnaman|Bill Pullman|Zoe Lister-Jones|Debra Winger,Daryl Wein,"Lola vs. Sex, Love, Lola, The World.",best friend,"Just three weeks before her wedding, Lola (Greta Gerwig) finds herself suddenly without a partner when her longtime fiance, Luke (Joel Kinnaman), dumps her. With her 30th birthday looming and being forced to re-enter the New York City dating scene, she feels adrift in a cold world. She leans on her friends (Zoe Lister-Jones, Hamish Linklater) for support but, after a series of romantic humiliations, professional blunders and boozy antics, Lola realizes that she alone is in charge of her fate.",Comedy,Fox Searchlight Pictures|Groundswell Productions
84330,Room 237,Bill Blakemore|Geoffrey Cocks|Juli Kearns|John Fell Ryan|Jay Weidner,Rodney Ascher,Some movies stay with you forever... and ever... and ever.,conspiracy theory|the shining|kubrick,"A subjective documentary that explores various theories about hidden meanings in Stanley Kubrick's classic film The Shining. Five very different points of view are illuminated through voice over, film clips, animation and dramatic reenactments.",Documentary,Highland Park Classics|IFC Midnight
84184,Celeste & Jesse Forever,Rashida Jones|Andy Samberg|Elijah Wood|Emma Roberts|Ari Graynor,Lee Toland Krieger,A Loved Story,relationship problems|male female relationship|divorce|best friends in love,"Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each otherâ€™s sentences. They are forever linked in their friendsâ€™ minds as the perfect couple â€“ she, a high-powered businesswoman and budding novelist; he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?",Comedy|Drama|Romance,Team Todd
115084,Piranhaconda,Michael Madsen|Rachel Hunter|Shandi Finnessey|Teri Ivens|Rib Hillis,Jim Wynorski,Part Snake! Part Fish! All Killer!,water monster|killer snake,A hybrid creature - half piranha and half anaconda -- attacks a low-budget horror movie crew on location near her nest when her egg is stolen. Now they must outrun and kill the deadly piranhaconda as well as stop the mad scientist who stole the egg - before they all become dinner.,Horror|Science Fiction,New Horizons Picture
122924,One in the Chamber,Dolph Lundgren|Cuba Gooding Jr.|Leo Gregory|Billy Murray|Claudia Bassols,William Kaufman,"When killers collide, every bullet counts.",bullet,A seasoned assassin plays both sides in a Russian gang war and becomes the target of an unknown enemy.,Action|Thriller,Motion Picture Corporation of America|Mediapro Studios|Throttle Films
127370,Song for Marion,Terence Stamp|Vanessa Redgrave|Gemma Arterton|Christopher Eccleston|Anne Reid,Paul Andrew Williams,Open your heart. Find your voice.,musical|cancer,"A feel-good, heart-warming story about how music can inspire you. Song for Marion stars Terence Stamp as Arthur, a grumpy pensioner who can't understand why his wife Marion (Vanessa Redgrave) would want to embarrass herself singing silly songs with her unconventional local choir. But choir director Elizabeth (Gemma Arterton) sees something special in the reluctant Arthur and refuses to give up on him. As she coaxes him out of his shell, Arthur realizes that it is never too late to change.",Music|Comedy|Romance|Drama,Egoli Tossell Film AG|Steel Mill Pictures|Coolmore Productions
84287,The Imposter,FrÃ©dÃ©ric Bourdin|Adam O'Brian|Anna Ruben|Cathy Dresbach|Alan Teichman,Bart Layton,There are two sides to every lie.,biography|fake identity,"Itâ€™s 1994: a 13-year-old boy disappears from his home in San Antonio, Texas. Three and a half years later, he is found alive, thousands of miles away, in Spain. Disoriented and quivering with fear, he divulges his shocking story of kidnap and torture. His family is overjoyed to bring him home. But all is not what it seems. Sure, he has the same tattoos, but he looks decidedly different, and he now speaks with a strange accent. Why doesn't the family seem to notice these glaring inconsistencies? It's only when an investigator starts asking questions that this astounding true story takes an even stranger turn.",Documentary|Drama,A&E IndieFilms|Film4|Protagonist Pictures|Randy Murray Productions|24 Seven Productions
124075,More Than Honey,Fred Jaggi|Randolf Menzel|John Miller|Liane Singer|Heidrun Singer,Markus Imhoof,"Einstein once said, If bees die out, mankind will follow 4 years later",beehive|agriculture|nature|pesticide|bee,"With dazzling nature photography, Academy AwardÂ®â€“nominated director Markus Imhoof (The Boat is Full) takes a global examination of endangered honeybees â€” spanning California, Switzerland, China and Australia â€” more ambitious than any previous work on the topic.",Documentary,Allegro Films|Ormenis Film|Thelma Film AG|Zero One Film
87440,Struck by Lightning,Dermot Mulroney|Sarah Hyland|Chris Colfer|Allison Janney|Christina Hendricks,Brian Dannelly,A personal raincloud can be deadly...,lightning|blackmail|grandmother grandson relationship|high school|electrocution,"After being struck and killed by lightning, a young man recounts the way he blackmailed his fellow classmates into contributing to his literary magazine.",Comedy|Drama,Permut Presentations|Camellia Entertainment|Evil Media Empire|Inphenate
